date,ticker,offexchange_source_available,offexchange_fresh,offexchange_history_n,offexchange_dpi,offexchange_dpi_z60,offexchange_volume_z60,patent_source_available,patent_count_30,patent_count_90,patent_claims_90,patent_ai_share_90,patent_acceleration_90,patent_count_90_z252,patent_claims_90_z252,patent_drift_source_available,patent_drift,patent_drift_percentile_24m,patent_drift_change_3m,sec13f_source_available,sec13f_fresh,sec13f_window_days,sec13f_net_change_usd_45d,sec13f_gross_change_usd_45d,sec13f_net_usd_ratio_45d,sec13f_net_change_shares_45d,sec13f_gross_change_shares_45d,sec13f_net_share_ratio_45d,sec13f_adders_45d,sec13f_reducers_45d,sec13f_breadth_45d,sec13f_breadth_rate_45d,sec13f_filing_count_45d,sec13f_new_positions_45d,sec13f_full_exits_45d,sec13f_total_held_45d,sec13f_net_change_to_held_45d
2026-05-27,CRH,1,1,60,0.27603,-1.2699,-0.6489,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-05-28,CRH,1,1,60,0.389468,-0.1449,0.6391,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-05-29,CRH,1,1,60,0.372224,-0.3462,-0.4969,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-01,CRH,1,1,60,0.529766,1.2273,1.1138,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-02,CRH,1,1,60,0.450314,0.4092,-1.1299,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-03,CRH,1,1,60,0.462666,0.5222,-1.8249,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-04,CRH,1,1,60,0.462666,0.5546,-1.7611,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-05,CRH,1,1,60,0.534505,1.3063,-1.1677,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-08,CRH,1,1,60,0.457232,0.4869,-1.2072,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-09,CRH,1,1,60,0.313705,-0.9594,-1.1306,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-10,CRH,1,1,60,0.408925,0.0202,-0.402,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-11,CRH,1,1,60,0.31607,-0.8995,0.0117,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-12,CRH,1,1,60,0.354635,-0.4975,1.8549,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-15,CRH,1,1,60,0.43673,0.3332,0.217,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-16,CRH,1,1,60,0.466225,0.6505,0.583,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-17,CRH,1,1,60,0.498865,0.9763,1.183,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-18,CRH,1,1,60,0.537856,1.4152,0.8175,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-19,CRH,1,1,60,0.403448,0.0172,0.4608,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-22,CRH,1,1,60,0.403448,0.0295,0.4478,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-23,CRH,1,1,60,0.375042,-0.2821,1.6066,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-24,CRH,1,1,60,0.606323,2.1139,0.112,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-25,CRH,1,1,60,0.606323,2.0223,0.1215,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-26,CRH,1,1,60,0.606323,1.9659,0.1029,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-29,CRH,1,1,60,0.606323,1.8789,0.1013,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-06-30,CRH,1,1,60,0.420321,0.0659,0.3292,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-01,CRH,1,1,60,0.443177,0.2702,-0.9596,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-02,CRH,1,1,60,0.249654,-1.5778,-0.0534,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-03,CRH,1,1,60,0.261813,-1.3984,-0.682,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-06,CRH,1,1,60,0.261813,-1.3479,-0.656,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-07,CRH,1,1,60,0.261813,-1.3032,-0.6311,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-08,CRH,1,1,60,0.261813,-1.2609,-0.6064,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-09,CRH,1,1,60,0.261813,-1.2205,-0.5858,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-10,CRH,1,1,60,0.261813,-1.1901,-0.5784,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-13,CRH,1,0,60,,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-14,CRH,1,0,60,,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2026-07-15,CRH,1,0,60,,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-01,CRM,1,0,0,,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-02,CRM,1,0,0,,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-03,CRM,1,0,0,,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-04,CRM,1,1,1,0.429758,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-05,CRM,1,1,2,0.417449,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-08,CRM,1,1,3,0.472599,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-09,CRM,1,1,4,0.472599,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-10,CRM,1,1,5,0.554015,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-11,CRM,1,1,6,0.560242,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-12,CRM,1,1,7,0.560242,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-15,CRM,1,1,8,0.560242,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-16,CRM,1,1,9,0.560242,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-17,CRM,1,1,10,0.560242,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-18,CRM,1,1,11,0.600027,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-19,CRM,1,1,12,0.600027,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-22,CRM,1,1,13,0.600027,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-23,CRM,1,1,14,0.42908,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-24,CRM,1,1,15,0.301718,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-25,CRM,1,1,16,0.252399,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-26,CRM,1,1,17,0.451591,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-29,CRM,1,1,18,0.419957,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-30,CRM,1,1,19,0.419957,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-01-31,CRM,1,1,20,0.419957,,,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-01,CRM,1,1,21,0.487244,0.0533,-1.1204,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-02,CRM,1,1,22,0.593366,1.1821,-0.938,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-05,CRM,1,1,23,0.355811,-1.3909,-0.2901,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-06,CRM,1,1,24,0.602212,1.251,0.2276,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-07,CRM,1,1,25,0.49636,0.0991,-0.4284,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-08,CRM,1,1,26,0.411738,-0.7899,-1.0567,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-09,CRM,1,1,27,0.53921,0.5812,-1.2535,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-12,CRM,1,1,28,0.421137,-0.6965,-0.2808,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-13,CRM,1,1,29,0.452046,-0.3442,-0.8171,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-14,CRM,1,1,30,0.338945,-1.5783,-0.4173,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-15,CRM,1,1,31,0.451634,-0.2829,-1.0754,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-16,CRM,1,1,32,0.492226,0.164,-1.6397,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-19,CRM,1,1,33,0.492226,0.1613,-1.5501,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-20,CRM,1,1,34,0.492226,0.1588,-1.4737,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-21,CRM,1,1,35,0.486845,0.0951,-0.9775,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-22,CRM,1,1,36,0.398042,-0.932,-0.6373,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-23,CRM,1,1,37,0.55481,0.9066,0.4374,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-26,CRM,1,1,38,0.527833,0.5714,0.0813,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-27,CRM,1,1,39,0.584495,1.2251,3.2336,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-28,CRM,1,1,40,0.526789,0.5147,1.6351,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-02-29,CRM,1,1,41,0.586831,1.2123,2.8478,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-01,CRM,1,1,42,0.491987,0.0676,4.8922,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-04,CRM,1,1,43,0.663373,2.0948,1.8655,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-05,CRM,1,1,44,0.387677,-1.1723,1.7397,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-06,CRM,1,1,45,0.43235,-0.6336,1.2646,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-07,CRM,1,1,46,0.348328,-1.5849,0.7627,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-08,CRM,1,1,47,0.232856,-2.8268,0.1444,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-11,CRM,1,1,48,0.409373,-0.7278,0.198,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-12,CRM,1,1,49,0.409373,-0.7162,0.1959,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-13,CRM,1,1,50,0.316998,-1.6873,-0.4227,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-14,CRM,1,1,51,0.316998,-1.6247,-0.4177,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-15,CRM,1,1,52,0.327464,-1.4609,-0.5375,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-18,CRM,1,1,53,0.383156,-0.851,0.846,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-19,CRM,1,1,54,0.383156,-0.8373,0.8323,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-20,CRM,1,1,55,0.443275,-0.2087,-1.7191,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-21,CRM,1,1,56,0.522895,0.6156,-0.8723,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-22,CRM,1,1,57,0.429304,-0.364,0.1936,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-25,CRM,1,1,58,0.497642,0.3549,-1.1471,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-26,CRM,1,1,59,0.497642,0.3514,-1.1245,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-27,CRM,1,1,60,0.253072,-2.2507,-0.482,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-28,CRM,1,1,60,0.296069,-1.7008,-0.9474,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-03-29,CRM,1,1,60,0.216486,-2.4414,-0.4062,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-01,CRM,1,1,60,0.216486,-2.3006,-0.4168,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-02,CRM,1,1,60,0.448865,-0.0244,-1.442,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-03,CRM,1,1,60,0.448865,-0.0207,-1.4442,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-04,CRM,1,1,60,0.483289,0.3155,-1.4915,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-05,CRM,1,1,60,0.46487,0.1574,1.4376,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-08,CRM,1,1,60,0.61741,1.6173,-0.4349,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-09,CRM,1,1,60,0.479847,0.303,-1.3632,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-10,CRM,1,1,60,0.389076,-0.5378,-1.3683,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-11,CRM,1,1,60,0.477803,0.3284,-1.3837,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-12,CRM,1,1,60,0.490626,0.4782,-0.9874,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-15,CRM,1,1,60,0.490626,0.505,-0.9641,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-16,CRM,1,1,60,0.272722,-1.6563,3.5996,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-17,CRM,1,1,60,0.353266,-0.803,1.4292,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-18,CRM,1,1,60,0.30659,-1.2818,0.2951,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-19,CRM,1,1,60,0.300962,-1.3657,0.2681,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-22,CRM,1,1,60,0.400978,-0.3294,-0.6416,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-23,CRM,1,1,60,0.41805,-0.1569,0.5614,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-24,CRM,1,1,60,0.27498,-1.5736,0.8172,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-25,CRM,1,1,60,0.393173,-0.3716,-0.528,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-26,CRM,1,1,60,0.327046,-0.9999,-0.1663,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-29,CRM,1,1,60,0.327146,-0.9691,-0.646,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-04-30,CRM,1,1,60,0.453203,0.2774,-0.7909,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-01,CRM,1,1,60,0.453203,0.3096,-0.7712,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-02,CRM,1,1,60,0.36421,-0.5821,-0.3179,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-03,CRM,1,1,60,0.46536,0.4478,-0.6478,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-06,CRM,1,1,60,0.370601,-0.5008,-0.5563,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-07,CRM,1,1,60,0.431789,0.1312,-0.652,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-08,CRM,1,1,60,0.433753,0.1547,-0.785,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-09,CRM,1,1,60,0.492002,0.7356,-1.0179,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-10,CRM,1,1,60,0.372666,-0.491,-0.0726,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-13,CRM,1,1,60,0.389618,-0.2986,-0.8819,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-14,CRM,1,1,60,0.451622,0.3544,-1.13,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-15,CRM,1,1,60,0.4452,0.2966,-0.9744,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-16,CRM,1,1,60,0.438228,0.2327,0.4867,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-17,CRM,1,1,60,0.42348,0.0732,-0.7352,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-20,CRM,1,1,60,0.691502,2.9194,-0.5377,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-21,CRM,1,1,60,0.607744,1.9004,-1.4337,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-22,CRM,1,1,60,0.443996,0.2638,-1.0029,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-23,CRM,1,1,60,0.443996,0.28,-0.9701,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-24,CRM,1,1,60,0.436398,0.2336,0.1601,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-27,CRM,1,1,60,0.436398,0.2443,0.2392,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-28,CRM,1,1,60,0.436398,0.3004,0.2789,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-29,CRM,1,1,60,0.259921,-1.6333,1.9909,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-30,CRM,1,1,60,0.351742,-0.5881,2.2001,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-05-31,CRM,1,1,60,0.351742,-0.589,2.1304,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-03,CRM,1,1,60,0.398655,-0.1118,5.5265,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-04,CRM,1,1,60,0.398655,-0.1098,4.453,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-05,CRM,1,1,60,0.411389,0.0319,1.8984,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-06,CRM,1,1,60,0.340454,-0.7704,1.5331,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-07,CRM,1,1,60,0.507838,1.0823,1.6869,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-10,CRM,1,1,60,0.507838,1.0467,1.6188,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-11,CRM,1,1,60,0.401277,-0.1568,0.4001,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-12,CRM,1,1,60,0.456143,0.4439,0.9566,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-13,CRM,1,1,60,0.456143,0.4412,0.9252,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-14,CRM,1,1,60,0.266146,-1.6536,1.6623,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-17,CRM,1,1,60,0.266146,-1.5886,1.6011,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-18,CRM,1,1,60,0.296199,-1.2043,1.3317,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-19,CRM,1,1,60,0.296199,-1.1639,1.2849,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-20,CRM,1,1,60,0.296199,-1.1844,1.2421,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-21,CRM,1,1,60,0.409927,0.0455,1.4856,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-24,CRM,1,1,60,0.515395,1.1944,0.6156,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-25,CRM,1,1,60,0.423519,0.1108,0.2223,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-26,CRM,1,1,60,0.332907,-0.9324,0.1745,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-27,CRM,1,1,60,0.332907,-0.905,0.1562,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-06-28,CRM,1,1,60,0.466444,0.6597,1.3707,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-01,CRM,1,1,60,0.466444,0.6592,1.3393,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-02,CRM,1,1,60,0.358979,-0.5732,-0.039,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-03,CRM,1,1,60,0.308441,-1.1623,0.1271,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-04,CRM,1,1,60,0.323948,-0.9483,-0.0221,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-05,CRM,1,1,60,0.323948,-0.9173,-0.0429,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-08,CRM,1,1,60,0.390742,-0.0856,0.0889,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-09,CRM,1,1,60,0.350854,-0.5499,-0.0563,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-10,CRM,1,1,60,0.50551,1.3313,0.1319,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-11,CRM,1,1,60,0.526023,1.5349,0.7224,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-12,CRM,1,1,60,0.419628,0.1925,-0.1689,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-15,CRM,1,1,60,0.557166,1.8554,-0.3294,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-16,CRM,1,1,60,0.557166,1.7742,-0.3418,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-17,CRM,1,1,60,0.569758,1.8496,-0.394,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-18,CRM,1,1,60,0.382327,-0.3834,-0.1021,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-19,CRM,1,1,60,0.404966,-0.1197,0.0614,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-22,CRM,1,1,60,0.399243,-0.2025,-0.654,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-23,CRM,1,1,60,0.507864,1.0576,-0.0823,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-24,CRM,1,1,60,0.405837,-0.1505,-0.7117,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-25,CRM,1,1,60,0.496349,0.9149,-0.6118,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-26,CRM,1,1,60,0.497485,0.8994,0.2755,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-29,CRM,1,1,60,0.671396,2.9034,-0.0028,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-30,CRM,1,1,60,0.482952,0.6232,-0.4988,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-07-31,CRM,1,1,60,0.395412,-0.3381,-1.0791,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-01,CRM,1,1,60,0.496425,0.7645,-0.8006,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-02,CRM,1,1,60,0.420042,-0.0645,-0.3797,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-05,CRM,1,1,60,0.431901,0.0556,-0.0754,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-06,CRM,1,1,60,0.431901,0.048,-0.0988,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-07,CRM,1,1,60,0.431901,0.0516,-0.1272,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-08,CRM,1,1,60,0.52937,1.1156,-0.9597,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-09,CRM,1,1,60,0.626195,2.1322,-0.6908,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-12,CRM,1,1,60,0.626195,2.0219,-0.7117,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-13,CRM,1,1,60,0.586951,1.6704,-1.5808,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-14,CRM,1,1,60,0.38762,-0.4606,-0.9294,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-15,CRM,1,1,60,0.425889,-0.0384,-0.4832,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-16,CRM,1,1,60,0.390002,-0.421,-0.4552,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-19,CRM,1,1,60,0.508198,0.8568,-1.9966,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
2024-08-20,CRM,1,1,60,0.368981,-0.6468,-0.902,0,,,,,,,,0,,,,0,0,45,,,,,,,,,,,,,,,
